"casenum","fileid","year","month","day","cite","vol","beginpg","endopin","endpage","docnum","multdoc","method","circuit","state","district","origin","source","distjudg","applfrom","adminrev","priorpub","opinstat","treat","classact","crossapp","majvotes","dissent","concur","counsel1","counsel2","amicus","sanction","initiate","interven","numappel","appnatpr","appbus","appnonp","appfed","appsubst","appstate","appfiduc","ap_stid","genapel1","bank_ap1","genapel2","bank_ap2","appel1","appel2","realapp","numresp","r_natpr","r_bus","r_nonp","r_fed","r_subst","r_state","r_fiduc","r_stid","respond1","respond2","realresp","genresp1","genresp2","bank_r1","bank_r2","const1","const2","usc1","usc1sect","usc2","usc2sect","civproc1","civproc2","crmproc1","crmproc2","juris","statecl","standing","mootness","exhaust","timely","immunity","frivol","polquest","oththres","late","frivapp","othappth","constit","fedlaw","procedur","typeiss","prejud","insane","improper","juryinst","othjury","deathpen","sentence","indict","confess","search","othadmis","plea","counsel","rtcouns","suffic","indigent","entrap","procdis","othcrim","dueproc","execord","stpolicy","weightev","pretrial","trialpro","post_trl","attyfee","judgdisc","altdisp","injunct","summary","fedvst","foreign","int_law","st_v_st","discover","othcivil","subevid","denovo","erron","capric","abusedis","judrev","genstand","notice","alj","agen_acq","freeinfo","comment","record","diverse","whlaws","casetyp1","geniss","direct1","casetyp2","direct2","habeas","decuncon","unan","signed","codej1","codej2","j2vote1","j2vote2","j2maj1","j2maj2","codej3","j3vote1","j3vote2","j3maj1","j3maj2","codej4","j4vote1","j4vote2","j4maj1","j4maj2","codej5","j5vote1","j5vote2","j5maj1","j5maj2","codej6","j6vote1","j6vote2","j6maj1","j6maj2","codej7","j7vote1","j7vote2","j7maj1","j7maj2","codej8","j8vote1","j8vote2","j8maj1","j8maj2","codej9","j9vote1","j9vote2","j9maj1","j9maj2","codej10","j10vote1","j10vote2","j10maj1","j10maj2","codej11","j11vote1","j11vote2","j11maj1","j11maj2","codej12","j12vote1","j12vote2","j12maj1","j12maj2","codej13","j13vote1","j13vote2","j13maj1","j13maj2","codej14","j14vote1","j14vote2","j14maj1","j14maj2","codej15","j15vote1","j15vote2","j15maj1","j15maj2","govt","pagelgth","multiple","resstate","polques","j16maj1","j16vote1","docknum","sample","supct","Circuit","Year","Circuit_Cases","year_circuit_cases","sample_cases","year_sample_cases","circuit_proportion","sample_proportion","weighting"
7969,"",1965,7,20,"0349/0988",349,988,989,989,65015914,NA,1,6,35,5,1,1,20628,3,15,"000000000",2,1,0,0,3,0,0,4,4,0,4,1,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14000,99999,0,1,0,1,0,0,0,0,0,0,14000,99999,0,1,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,7,1,NA,NA,0,0,1,0,631,627,1,NA,1,NA,10677,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7970,"",1965,6,11,"0346/0192",346,192,194,194,65016363,NA,1,6,22,1,1,1,20620,5,15,"000000000",1,1,0,0,3,0,0,4,4,0,4,2,0,2,0,2,0,0,0,0,0,0,1,2,1,2,14409,14409,0,1,0,0,0,1,0,0,0,0,31011,99999,0,3,9,2,9,0,0,15,49,29,521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,1,NA,NA,0,0,1,1,638,606,1,NA,1,NA,612,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7971,"",1965,2,23,"0341/0560",341,560,561,561,65015889,NA,1,6,17,2,3,1,20607,5,15,"000000000",2,1,0,0,3,0,0,1,6,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71001,99999,0,99,0,0,0,0,0,99,0,17,56003,57000,0,5,5,2,2,106,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,1,NA,NA,1,0,1,0,631,606,1,NA,1,NA,638,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7972,"",1965,7,8,"0347/0772",347,772,775,775,65016016,NA,1,6,17,1,1,1,20614,1,15,"000000000",1,1,0,0,3,0,0,4,5,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,26,5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1,1,NA,NA,0,0,1,1,10677,627,1,NA,1,NA,612,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7973,"",1965,8,31,"0350/0287",350,287,289,289,65016240,NA,1,6,22,1,1,1,20605,1,15,"000000000",2,1,0,0,3,0,0,4,4,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,50,466,50,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,1,904,3,0,0,1,0,641,636,1,3,1,1,10610,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7974,"",1965,3,24,"0342/0763",342,763,767,767,65015945,NA,1,6,22,1,1,1,10677,1,15,"000000000",1,1,0,0,3,0,0,4,5,0,4,2,0,2,2,0,0,0,0,0,0,0,7,2,7,2,71000,71000,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,21,174,26,7607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,1,NA,NA,0,0,1,1,606,641,1,NA,1,NA,636,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7975,"",1965,9,30,"0351/0101",351,101,105,105,65015584,NA,1,6,17,1,1,1,20614,1,15,"000000000",1,1,0,0,3,0,0,2,5,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71001,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,1,NA,NA,0,0,1,1,638,612,1,NA,1,NA,10610,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7976,"",1965,1,18,"0340/0097",340,97,100,100,65015733,NA,1,6,55,0,8,10,99999,12,15,"40tc511zz",1,1,0,0,3,0,0,4,5,0,4,1,0,2,2,0,0,0,0,0,0,0,7,2,7,2,71005,74005,0,1,0,0,0,1,0,0,0,0,35006,99999,0,3,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,702,7,3,NA,NA,0,0,1,1,612,638,3,NA,1,NA,641,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7977,"",1965,6,11,"0346/0997",346,997,998,998,65016343,NA,1,6,22,1,3,1,20610,5,15,"000000000",2,1,0,0,3,0,0,1,6,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71001,99999,0,99,0,0,0,0,99,0,0,22,43001,47000,0,4,4,2,2,0,0,28,2254,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,1,NA,NA,1,0,1,0,636,606,1,NA,1,NA,638,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7978,"",1965,2,9,"0341/0065",341,65,69,69,65015727,NA,1,6,35,5,1,1,20628,1,15,"000000000",1,1,0,0,3,0,0,4,4,0,4,2,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14505,99999,0,1,0,0,0,0,0,0,1,0,81004,99999,0,8,9,2,9,0,0,28,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,720,7,3,727,3,0,0,1,1,638,606,3,3,1,1,612,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7979,"",1965,9,9,"0350/0523",350,523,530,540,65015681,NA,1,6,35,6,1,1,10664,1,15,"000000000",1,4,0,0,2,1,0,4,5,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,18,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,3,NA,NA,0,0,2,1,612,638,3,NA,1,NA,636,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
7980,"",1965,3,3,"0342/0161",342,161,163,163,65015895,NA,1,6,35,5,3,1,20623,5,15,"000000000",2,1,0,0,3,0,0,2,6,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71001,99999,0,1,0,0,0,0,0,1,0,35,56003,99999,0,5,9,2,9,0,0,28,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,1,NA,NA,1,0,1,0,641,636,1,NA,1,NA,627,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,274,3411,30,330,0.0803283494576371,0.0909090909090909,0.883611844034008
8281,"",1964,12,30,"0340/0301",340,301,303,303,64016207,NA,1,6,22,2,1,1,10634,9,15,"000000000",2,0,0,0,3,0,0,4,1,2,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71015,99999,0,1,0,0,0,1,0,0,0,0,32004,99999,0,3,9,2,9,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,3,3,999,0,0,0,1,0,641,606,3,0,1,1,10610,3,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
8282,"",1964,6,25,"0333/0492",333,492,496,496,64015324,NA,1,6,55,0,8,10,99999,12,15,"000000000",1,1,0,0,3,0,0,4,5,0,4,8,0,2,2,0,0,0,0,0,0,0,7,2,7,2,71005,73005,0,1,0,0,0,1,0,0,0,0,35006,99999,0,3,9,2,9,0,0,26,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,702,7,3,NA,NA,0,0,1,1,20634,636,3,NA,1,NA,627,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
8283,"",1964,3,31,"0329/0496",329,496,498,498,64015395,NA,1,6,22,1,1,1,99999,10,15,"000000000",2,4,0,0,3,0,0,2,5,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71001,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,28,2255,18,4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,3,NA,NA,0,0,1,0,641,636,3,NA,1,NA,612,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
8284,"",1964,2,27,"0328/0707",328,707,711,711,64015183,NA,1,6,22,1,1,1,99999,1,15,"205fs858z",1,1,0,0,3,0,0,5,4,0,4,1,0,1,0,0,0,1,0,0,0,0,3,2,9,9,35006,99999,0,1,0,1,0,0,0,0,0,0,11610,99999,0,1,9,2,9,0,0,26,2400,26,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,7,1,NA,NA,0,0,1,1,636,606,1,NA,1,NA,10636,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
8285,"",1964,2,25,"0328/0891",328,891,891,891,64015462,NA,9,6,0,8,9,16,99999,10,15,"000000000",2,1,0,0,3,0,0,4,5,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,72000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,1,NA,NA,0,0,1,0,641,606,1,NA,1,NA,10696,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
8286,"",1964,5,20,"0332/0399",332,399,402,402,64015427,NA,1,6,22,1,3,1,10663,5,15,"000000000",1,1,0,0,3,0,0,1,6,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71001,99999,0,1,0,0,0,0,0,1,0,22,56003,99999,0,5,9,2,9,114,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,1,121,1,1,0,1,1,638,606,1,1,1,1,10698,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
8287,"",1964,11,17,"0338/0956",338,956,957,957,64015742,NA,1,6,55,0,8,10,99999,12,15,"000000000",2,1,0,0,3,0,0,4,5,0,4,8,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14300,99999,0,1,0,0,0,1,0,0,0,0,35006,99999,0,3,9,2,9,0,0,26,152,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,7,3,NA,NA,0,0,1,0,612,10610,3,NA,1,NA,1228,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
8288,"",1964,10,13,"0337/0084",337,84,91,91,64015477,NA,1,6,55,0,6,6,99999,12,10,"000000000",1,8,0,0,3,0,0,4,5,0,4,2,0,1,0,1,0,0,0,0,0,0,1,2,9,9,13506,99999,0,1,0,0,0,1,0,0,0,0,35010,99999,1,3,9,2,9,0,0,29,152,29,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,6,1,NA,NA,0,0,1,1,636,638,1,NA,1,NA,627,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
8289,"",1964,4,6,"0330/0093",330,93,96,96,64015288,NA,1,6,17,1,1,1,20614,1,15,"000000000",1,4,0,0,3,0,0,4,4,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,1,0,0,0,1,0,0,0,0,31006,99999,0,3,9,2,9,0,0,42,405,42,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,750,7,3,NA,NA,0,0,1,1,606,636,3,NA,1,NA,638,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,64,312,3408,30,330,0.0915492957746479,0.0909090909090909,1.00704225352113
